,Epoch,PSNR,MSE,SSIM,Losses
41,41,31.446344714736426,47.126298409241905,0.7176565341382392,"[0.2819182872772217, 0.4951004981994629, 0.48330721259117126, 2.0192103385925293, 0.16972477734088898]"
42,42,31.074367621827307,51.142953921587036,0.7020597564848361,"[0.0016340380534529686, 0.5089645385742188, 0.4628395140171051, 8.85978889465332, 0.18260858952999115]"
43,43,31.03588765057206,51.57134193640489,0.7378392040607064,"[0.0018711257725954056, 0.5072073936462402, 0.4692714810371399, 7.168328285217285, 0.20942451059818268]"
44,44,33.12326786093785,32.38177665685996,0.7790066506015554,"[0.01716352254152298, 0.5384219884872437, 0.5135244727134705, 4.639551162719727, 0.1699722707271576]"
45,45,31.0609158731494,52.012883602044525,0.7025495707280645,"[0.007335650734603405, 0.5138160586357117, 0.48243623971939087, 5.9205827713012695, 0.17769616842269897]"
46,46,32.778217423963966,36.601330194717804,0.8392391950314347,"[0.0012722418177872896, 0.5119848251342773, 0.4670555591583252, 8.62267780303955, 0.18158690631389618]"
47,47,33.438290969749175,29.666355053583782,0.7789845273360628,"[0.050123460590839386, 0.4990832805633545, 0.48026132583618164, 3.445391893386841, 0.15950027108192444]"
48,48,34.29010166697188,24.325686350846905,0.8394141665320922,"[0.006934639997780323, 0.5440462827682495, 0.5024851560592651, 7.996650218963623, 0.15778587758541107]"
49,49,34.894713549651165,21.205684502919517,0.8623623832566334,"[0.12276767194271088, 0.4586874544620514, 0.4443381428718567, 2.5478341579437256, 0.16101166605949402]"
50,50,32.36165317439475,38.570561066651955,0.7556706676450757,"[0.02151390165090561, 0.42825305461883545, 0.4036688506603241, 4.593746185302734, 0.161546528339386]"
51,51,29.92682752518723,67.12161940794725,0.6661663088366795,"[0.00044161055120639503, 0.5212440490722656, 0.4617195129394531, 11.534171104431152, 0.1853714883327484]"
52,52,33.062926534438255,32.77623751835945,0.7861823687086804,"[5.604093075817218e-06, 0.5611478686332703, 0.4874451160430908, 14.391390800476074, 0.174582839012146]"
53,53,33.899412492978065,27.237166037926308,0.8640905329837554,"[0.00012110605894122273, 0.503406286239624, 0.4410879611968994, 12.178935050964355, 0.1423652172088623]"
54,54,34.15960472764346,26.81497573241209,0.8206816471187829,"[0.2925831079483032, 0.45798394083976746, 0.44555267691612244, 2.13374662399292, 0.17625409364700317]"
55,55,30.11114981515247,64.66126746397752,0.6853922858483875,"[0.005331634543836117, 0.516240119934082, 0.4822112023830414, 6.41299295425415, 0.19639642536640167]"
56,56,34.41489658103997,24.291246224672363,0.8174145378242268,"[0.011809702031314373, 0.4728913903236389, 0.447162389755249, 4.8323798179626465, 0.1567108929157257]"
57,57,33.73383523280636,28.401633537732643,0.7670243820023841,"[0.0008654256816953421, 0.47315189242362976, 0.42320799827575684, 9.678778648376465, 0.15499983727931976]"
58,58,32.51517741342861,37.02091244550852,0.8344213767454837,"[0.05519771948456764, 0.46872466802597046, 0.44888564944267273, 3.673814058303833, 0.1469953954219818]"
59,59,33.30374104618463,31.55009841918945,0.796607332334099,"[0.017957672476768494, 0.44154343008995056, 0.4173400104045868, 4.523133277893066, 0.15877629816532135]"
60,60,34.27958548263668,25.14827377368242,0.8664033487075287,"[0.0002995156974066049, 0.5007337927818298, 0.4519515633583069, 9.470108985900879, 0.14316876232624054]"
61,61,34.19629533229964,25.121866843639275,0.8363773750799175,"[0.024747107177972794, 0.47639453411102295, 0.450949490070343, 4.773319721221924, 0.157843679189682]"
62,62,33.65586295540066,28.482033087657044,0.8308689979685269,"[0.010410156100988388, 0.5077142715454102, 0.4766853451728821, 5.857625484466553, 0.17408061027526855]"
63,63,33.75885707021807,27.708382184688862,0.8308042199006493,"[0.0014343794900923967, 0.47742825746536255, 0.43547287583351135, 8.065436363220215, 0.16281761229038239]"
64,64,33.1792692225461,31.502042385248032,0.811737402239906,"[0.1081179827451706, 0.46208640933036804, 0.43767380714416504, 4.539430141448975, 0.171544149518013]"
65,65,34.02757864083644,26.282347183961136,0.8826711310060819,"[0.12004150450229645, 0.42963019013404846, 0.4130571484565735, 3.0315349102020264, 0.1415380984544754]"
66,66,34.685334132931274,22.838359429286072,0.8311557170399266,"[0.005320973694324493, 0.4812280535697937, 0.45082026720046997, 5.791223049163818, 0.1451682448387146]"
67,67,34.505297049914425,24.083283259318424,0.8403581743644026,"[0.0019226238364353776, 0.48201069235801697, 0.4438451826572418, 7.302293300628662, 0.16540667414665222]"
68,68,31.10186144885008,50.884269151932145,0.8072246472569661,"[0.0014470778405666351, 0.4742266535758972, 0.4348085820674896, 7.553767681121826, 0.16492332518100739]"
69,69,32.82686968151628,35.292525658240685,0.7970050777058642,"[0.011396881192922592, 0.44850435853004456, 0.4198128879070282, 5.392172336578369, 0.17306150496006012]"
70,70,35.36167215778064,19.789972678208965,0.8644805358586874,"[0.001987084513530135, 0.5011391043663025, 0.46269717812538147, 7.351771831512451, 0.16830693185329437]"
71,71,34.12203717333834,25.61752178730109,0.8789098751472048,"[0.013794120401144028, 0.44439759850502014, 0.41790828108787537, 5.022005081176758, 0.13792791962623596]"
72,72,30.241888115040204,62.04226179000659,0.7463653012487459,"[6.805690645705909e-05, 0.49992722272872925, 0.4406642019748688, 11.465413093566895, 0.19359613955020905]"
73,73,32.01579607677532,41.80512122618847,0.826314411653128,"[0.012374460697174072, 0.426409512758255, 0.39808472990989685, 5.274339199066162, 0.1953098177909851]"
74,74,35.36944804491978,19.165552010902992,0.8765770024683518,"[0.18540388345718384, 0.4130219519138336, 0.40073737502098083, 2.1326911449432373, 0.16211272776126862]"
75,75,34.669790013057344,22.663594074738334,0.8320268084311141,"[0.04963529109954834, 0.44405144453048706, 0.42530831694602966, 3.459920644760132, 0.14435499906539917]"
76,76,33.9246306234523,27.566324723072537,0.7890499447267251,"[0.022373637184500694, 0.39106830954551697, 0.3675566613674164, 4.394202709197998, 0.15406326949596405]"
77,77,32.795024281316266,34.635172116450775,0.8197577256092389,"[0.011650022119283676, 0.43489712476730347, 0.40609875321388245, 5.4189276695251465, 0.17037352919578552]"
78,78,33.64775937619532,29.839591014079563,0.8707816466752133,"[9.456913971916947e-07, 0.5105122327804565, 0.4233228862285614, 17.093385696411133, 0.17223985493183136]"
79,79,31.00801102528755,52.839138318330804,0.753744636097809,"[0.007142515387386084, 0.4440746307373047, 0.4111752212047577, 6.214343547821045, 0.18276886641979218]"
80,80,34.13272825109468,25.59566694650895,0.8135408789078477,"[0.002744587603956461, 0.46490323543548584, 0.4235610067844391, 7.96640157699585, 0.15102438628673553]"
81,81,35.09410923016239,20.411377851779644,0.8616721850663821,"[0.29119306802749634, 0.41239097714424133, 0.3984256684780121, 2.4687118530273438, 0.1621762365102768]"
82,82,34.719120644643766,22.10062248890216,0.8497025610182521,"[0.0003880160511471331, 0.4568689167499542, 0.4025009274482727, 10.564285278320312, 0.15465746819972992]"
83,83,32.67114680442515,35.742452211869065,0.7823343148906894,"[0.019380580633878708, 0.4428076446056366, 0.41509780287742615, 5.1930131912231445, 0.17447762191295624]"
84,84,35.855060544026806,17.07919177030906,0.8870050191584448,"[0.0011999208945780993, 0.4505525529384613, 0.4021426737308502, 9.399799346923828, 0.14108721911907196]"
85,85,32.328967680577556,38.9292497084691,0.7689179740032915,"[2.5315353013866115e-06, 0.4987817406654358, 0.4191191792488098, 15.601737022399902, 0.16538874804973602]"
86,86,34.49657891879643,23.264433072163506,0.8558061013121089,"[0.0021373280324041843, 0.4350184500217438, 0.39868733286857605, 6.95819616317749, 0.15401186048984528]"
87,87,34.66709087555249,23.951058516135586,0.8803266486934546,"[0.029538748785853386, 0.4399019777774811, 0.41738492250442505, 4.2145843505859375, 0.14441439509391785]"
88,88,35.03012993834188,21.220474982872982,0.8755600464778174,"[0.00033990113297477365, 0.4995526671409607, 0.45279058814048767, 9.045112609863281, 0.15365131199359894]"
89,89,35.513293537771155,18.50694126349229,0.8562093501882989,"[0.012231485918164253, 0.40274736285209656, 0.37308943271636963, 5.620777130126953, 0.1554030328989029]"
90,90,35.49040172869584,18.801573673884075,0.8641993884247448,"[0.005098205059766769, 0.4647428095340729, 0.4299648404121399, 6.620507717132568, 0.16754262149333954]"
91,91,35.65282847130069,17.8473689189324,0.8748708738071739,"[0.00423514423891902, 0.42704784870147705, 0.3874265253543854, 7.639767646789551, 0.14225050806999207]"
92,92,35.95854812317337,16.735603344746128,0.881083872166944,"[0.0031131405849009752, 0.43288227915763855, 0.3988032341003418, 6.516555309295654, 0.14962857961654663]"
93,93,35.54133316004555,18.522366468723,0.8705297659027948,"[7.81464550527744e-05, 0.4789653718471527, 0.42004114389419556, 11.438414573669434, 0.17321355640888214]"
94,94,35.159547450723736,20.137726404728035,0.8443710443371057,"[0.07678033411502838, 0.4176374673843384, 0.3931915760040283, 4.592092037200928, 0.1485435515642166]"
95,95,33.44843196632522,29.55792343310821,0.8128808143132221,"[0.00020195574325043708, 0.4275359511375427, 0.37486642599105835, 10.217286109924316, 0.15830911695957184]"
96,96,35.30799376857327,19.5248690140553,0.865331367070405,"[0.04512324184179306, 0.41872894763946533, 0.39438867568969727, 4.524653911590576, 0.17169882357120514]"
97,97,33.85339666974658,27.624194750419026,0.7761980143553385,"[1.0241339623462409e-05, 0.4594496488571167, 0.39085325598716736, 13.419730186462402, 0.14977382123470306]"
98,98,35.32548526049513,19.56470472384722,0.8720545984383794,"[0.008191440254449844, 0.45421576499938965, 0.4193435311317444, 6.68556547164917, 0.14443868398666382]"
99,99,35.62524194525767,17.995696324568527,0.8704083363932112,"[0.008523784577846527, 0.4230573773384094, 0.39319103956222534, 5.666632175445557, 0.15331771969795227]"
100,100,33.753450396894266,28.30227384200463,0.8623040625556342,"[0.025967827066779137, 0.39579305052757263, 0.3706800639629364, 4.735189914703369, 0.14370420575141907]"
101,101,32.86663461273069,34.566059998976876,0.787828218431532,"[0.12950828671455383, 0.3935699760913849, 0.3792220652103424, 2.553008794784546, 0.15828754007816315]"
102,102,34.50833574110082,23.372528785314316,0.8072917066067201,"[0.006407964043319225, 0.3977150022983551, 0.36820554733276367, 5.589252948760986, 0.15631906688213348]"
103,103,35.745478797603624,17.828432712799465,0.8810774171494807,"[0.008821308612823486, 0.4018658995628357, 0.37078657746315, 5.915267467498779, 0.15029920637607574]"
104,104,35.44989953248492,18.947361677120895,0.8402032269270163,"[0.028943639248609543, 0.4032856822013855, 0.38014674186706543, 4.352053165435791, 0.1378689557313919]"
105,105,33.08822242757136,32.43289569708018,0.8206586886362898,"[0.0005673922714777291, 0.3906596899032593, 0.34439054131507874, 8.929919242858887, 0.16195599734783173]"
106,106,35.01696112207934,21.483635657872902,0.8644790709984916,"[0.022900987416505814, 0.39543983340263367, 0.3712529242038727, 4.514828681945801, 0.16127482056617737]"
107,107,35.48049501145068,18.579973691549053,0.8476637058682144,"[0.012061972171068192, 0.44094014167785645, 0.4132981300354004, 5.211832046508789, 0.15828706324100494]"
108,108,34.367470044274775,24.085458303109192,0.8706153621361827,"[0.023808537051081657, 0.4089508056640625, 0.3859550654888153, 4.263896465301514, 0.16762670874595642]"
109,109,35.52788489883406,18.687669032659286,0.8688222875027515,"[0.010940056294202805, 0.39930328726768494, 0.37269362807273865, 5.054180145263672, 0.1338760256767273]"
110,110,34.55163222305421,23.159900769209248,0.8308132263827042,"[0.002059868536889553, 0.41963762044906616, 0.3799895644187927, 7.6038713455200195, 0.1628703624010086]"
111,111,35.64326106840842,18.102853194261208,0.8816159946738574,"[0.02512703835964203, 0.3931541442871094, 0.368226557970047, 4.627861976623535, 0.17882752418518066]"
112,112,34.38129789650896,24.137923112282383,0.8487761749724687,"[0.2566571831703186, 0.38077014684677124, 0.35803353786468506, 4.273274898529053, 0.13702267408370972]"
113,113,34.705897490376195,22.851822156172528,0.8613394256857133,"[0.7588931918144226, 0.3667316734790802, 0.3602829873561859, 0.9849449992179871, 0.1523975133895874]"
114,114,34.55707976585511,23.142431405874397,0.866510263531803,"[0.6814285516738892, 0.3248385787010193, 0.3174920678138733, 1.1579774618148804, 0.15566235780715942]"
115,115,32.690124494708456,36.029604648932434,0.7632126765698075,"[0.009744739159941673, 0.39232560992240906, 0.36351269483566284, 5.433928966522217, 0.1643282175064087]"
116,116,32.26334503928925,39.45033876101176,0.7672412600167774,"[0.011128517799079418, 0.38251814246177673, 0.35528039932250977, 5.108107089996338, 0.16972006857395172]"
117,117,34.162803567182536,26.778931422111313,0.8819982292083923,"[0.0001490354334237054, 0.4061574935913086, 0.35013237595558167, 10.878730773925781, 0.16314688324928284]"
118,118,34.79738158611061,21.833809828146908,0.829438247752982,"[0.019522301852703094, 0.39214977622032166, 0.3665997385978699, 4.856451511383057, 0.12678033113479614]"
119,119,34.741067931185796,22.248333827043194,0.8636518467077818,"[8.896928193280473e-05, 0.4259392023086548, 0.36957427859306335, 10.964285850524902, 0.1543501317501068]"
120,120,35.254361520519424,20.357695506169247,0.8816591616486923,"[0.006475405767560005, 0.36682450771331787, 0.3363375961780548, 5.798141956329346, 0.14962047338485718]"
121,121,35.47877602328982,19.13714068975204,0.8587695463802321,"[0.011536957696080208, 0.4441768527030945, 0.4172508418560028, 5.050459384918213, 0.16737304627895355]"
122,122,32.404865996873895,37.48851730273321,0.8226387661241285,"[0.058361850678920746, 0.3862488567829132, 0.3612135052680969, 4.675108432769775, 0.16598224639892578]"
123,123,36.26802555538594,15.889580671603863,0.8831488551601873,"[0.1559533327817917, 0.3326491713523865, 0.3196699917316437, 2.295734167098999, 0.1500532031059265]"
124,124,33.96881260288509,27.89578451254429,0.8417198376851265,"[0.18999752402305603, 0.3805488348007202, 0.3668181896209717, 2.3867318630218506, 0.1796995848417282]"
125,125,35.33952718121267,19.481184965524918,0.858147581072482,"[0.015042377635836601, 0.34699389338493347, 0.31364336609840393, 6.375423908233643, 0.14733953773975372]"
126,126,35.78907170311454,17.428197921850742,0.8740819766965857,"[0.03614446893334389, 0.3520636558532715, 0.3311733305454254, 3.8544557094573975, 0.1618068963289261]"
127,127,35.606156796976265,18.42269843663925,0.8909814109405599,"[0.015488379634916782, 0.3765573799610138, 0.35102853178977966, 4.799830913543701, 0.15296952426433563]"
128,128,34.74274967186031,22.796850669078342,0.8566419467808278,"[0.004283003509044647, 0.3939516246318817, 0.36141106486320496, 6.206305027008057, 0.1509036421775818]"
129,129,35.51595323409941,18.993532730982853,0.8842737303498696,"[0.03330918401479721, 0.39990344643592834, 0.37715429067611694, 4.220944881439209, 0.16444186866283417]"
130,130,35.9018536653224,16.9727491354331,0.8762169628564644,"[0.003995590377599001, 0.35780221223831177, 0.3249959647655487, 6.308766841888428, 0.12624220550060272]"
131,131,33.301252676675894,31.875635947936612,0.8414057866953797,"[0.011492326855659485, 0.4178713262081146, 0.3896268606185913, 5.326081275939941, 0.16140630841255188]"
132,132,35.79883385084998,17.36176048180996,0.886644233607324,"[0.040556542575359344, 0.3679485023021698, 0.3470081388950348, 3.8490586280822754, 0.16950760781764984]"
133,133,34.27412019978556,25.67938431715354,0.8493936622954016,"[0.0020747750531882048, 0.40273451805114746, 0.3644021451473236, 7.319894313812256, 0.17328912019729614]"
134,134,34.611302189875865,23.474837511013718,0.8531123479308309,"[0.005703328177332878, 0.3664472997188568, 0.3347106873989105, 6.028897285461426, 0.15921351313591003]"
135,135,32.88600173628436,34.01628921582148,0.8354492633888834,"[0.01674230955541134, 0.3942193388938904, 0.36764562129974365, 4.975448131561279, 0.16964757442474365]"
136,136,34.00003693724385,27.02139541430351,0.8564762578184768,"[0.14548419415950775, 0.35726526379585266, 0.3433174192905426, 2.52815318107605, 0.13070698082447052]"
137,137,32.53185146446844,37.747892428667114,0.8206438438581857,"[0.05096079409122467, 0.3763362169265747, 0.3535376489162445, 4.250115871429443, 0.15480035543441772]"
138,138,35.351180481500414,19.10970322291056,0.8408864978674079,"[0.23560425639152527, 0.3590076267719269, 0.3469512164592743, 2.0770530700683594, 0.16711363196372986]"
139,139,33.68999046031461,28.22919347958687,0.7988468909515876,"[0.0011649994412437081, 0.38935282826423645, 0.347579687833786, 8.01457405090332, 0.17002719640731812]"
140,140,35.08922648447029,20.645434666902588,0.8845473596561028,"[0.0007921245414763689, 0.39112722873687744, 0.3484404981136322, 8.18909740447998, 0.17412175238132477]"
141,141,35.08956123474839,20.489231293018044,0.8576751395778,"[0.04792846366763115, 0.3770040273666382, 0.35677191615104675, 3.741170883178711, 0.15262605249881744]"
142,142,35.689133886234565,17.928770902829292,0.8702393171352264,"[0.0021178885363042355, 0.34796586632728577, 0.31242063641548157, 6.853532314300537, 0.1277562826871872]"
143,143,31.745553785718506,46.15004913623516,0.8452751121159591,"[0.0023484863340854645, 0.4127810597419739, 0.37215206027030945, 7.668370723724365, 0.22871574759483337]"
144,144,34.88596532869197,21.305623213450115,0.8434196746131774,"[0.027378156781196594, 0.3597104251384735, 0.3343914747238159, 4.7429728507995605, 0.1604084074497223]"
145,145,32.32309830475798,38.39745918298379,0.8322068100290921,"[0.10813415050506592, 0.38240766525268555, 0.36415034532546997, 3.2474238872528076, 0.20202215015888214]"
146,146,35.43426141602168,18.77429301922138,0.8417265182464208,"[0.2057320773601532, 0.31083154678344727, 0.2992499768733978, 2.008556842803955, 0.15387721359729767]"
147,147,34.22899356345201,26.336258992170677,0.8547074996293564,"[0.0036449390463531017, 0.36341923475265503, 0.3306008279323578, 6.3134636878967285, 0.12511014938354492]"
148,148,35.3297162913578,19.57959326108297,0.8700885868976024,"[0.16558127105236053, 0.35146600008010864, 0.33496564626693726, 3.0163822174072266, 0.14184269309043884]"
149,149,34.92303613583896,21.557400599504135,0.8712362255683404,"[0.016492348164319992, 0.34296905994415283, 0.3160364627838135, 5.0582733154296875, 0.16412366926670074]"
150,150,35.08387760473361,20.44642999233344,0.8591720493171887,"[0.07243788987398148, 0.3494780361652374, 0.33192774653434753, 3.266801595687866, 0.12163037061691284]"
151,151,36.16902640719612,16.03283656560458,0.8853158732429385,"[0.011550003662705421, 0.3300480544567108, 0.3037254810333252, 4.96221399307251, 0.15115223824977875]"
152,152,35.115724162719474,20.202450214288174,0.8436423075193906,"[0.0007245820597745478, 0.37112507224082947, 0.32520171999931335, 8.891609191894531, 0.14652898907661438]"
153,153,33.561876748541415,31.120603029544537,0.8506129134819879,"[0.0035879486240446568, 0.38247668743133545, 0.346944659948349, 6.7525553703308105, 0.17692382633686066]"
154,154,32.296768707155245,41.77938366547609,0.876868050336722,"[0.00040232931496575475, 0.39802220463752747, 0.3474871814250946, 9.766024589538574, 0.1704907864332199]"
155,155,35.2963435620471,19.373321105272343,0.8808119767289136,"[0.2562728524208069, 0.3270072042942047, 0.3136840760707855, 2.359093189239502, 0.15276797115802765]"
156,156,35.54511813775902,18.805051669096336,0.8656155863643418,"[0.13731622695922852, 0.3463052213191986, 0.3324691653251648, 2.464475393295288, 0.15136951208114624]"
157,157,34.844403934243864,22.327396325575997,0.8598122155422404,"[0.031603917479515076, 0.3777103126049042, 0.3542439639568329, 4.316043853759766, 0.18861357867717743]"
158,158,33.34635171700385,30.542198126132675,0.8324272192140938,"[0.0003084896598011255, 0.3645159900188446, 0.3161264955997467, 9.341803550720215, 0.1680462509393692]"
159,159,31.044916749838084,53.99648143083621,0.8438148673456437,"[0.23431313037872314, 0.35193613171577454, 0.33813878893852234, 2.4270102977752686, 0.16622726619243622]"
160,160,35.804195348742354,17.659048496148525,0.8795186872555857,"[0.11145637184381485, 0.35127225518226624, 0.33522453904151917, 2.858532667160034, 0.17550472915172577]"
161,161,32.768670499926166,35.87237434509473,0.8423217154954025,"[0.5250329971313477, 0.3294670581817627, 0.3209383487701416, 1.3129829168319702, 0.19637997448444366]"
162,162,35.33116842224874,19.275593672043236,0.8474438429221791,"[0.009058557450771332, 0.3586503565311432, 0.32055163383483887, 7.306027889251709, 0.15685860812664032]"
163,163,34.52635007647168,23.941400265082336,0.8861324018222738,"[0.0019293255172669888, 0.34958285093307495, 0.31277233362197876, 7.0527262687683105, 0.1546875387430191]"
164,164,34.96063340908826,21.64787796827463,0.8573068758390232,"[0.008231285028159618, 0.37846723198890686, 0.34602102637290955, 6.1518874168396, 0.1686771810054779]"
165,165,32.99341221750594,34.787861010967156,0.8770084501969901,"[0.1687013804912567, 0.31138119101524353, 0.2987949848175049, 2.243417978286743, 0.13691169023513794]"
166,166,35.06742471974992,20.54239194209759,0.8788119809014746,"[0.020535413175821304, 0.33718186616897583, 0.3105403780937195, 4.993698596954346, 0.16729708015918732]"
167,167,34.657347751281186,23.672353860659477,0.8402821719667964,"[0.0868166834115982, 0.3032523989677429, 0.286275714635849, 3.0748703479766846, 0.16023078560829163]"
168,168,33.603548134627154,28.71091614625393,0.8032653968060285,"[0.0012215640163049102, 0.3413587510585785, 0.30091094970703125, 7.80343770980835, 0.14305958151817322]"
169,169,32.14714921597336,42.45821545674251,0.8646715597367122,"[0.043120674788951874, 0.30799052119255066, 0.2868221700191498, 3.8525967597961426, 0.1905371993780136]"
170,170,35.117552591319686,20.519758701324463,0.8517084644494807,"[0.027510525658726692, 0.35195478796958923, 0.32842203974723816, 4.362773895263672, 0.17188693583011627]"
